0.4909929	0.4834588	0.489768	0.4920922	0.4913816	0.4898434	0.495856	0.4468628	0.4590174	0.487016	0.4840625	0.4480586	0.4566117	0.4720992	0.473458	0.4817889	0.5107698	0.5143932	0.4873261	0.5042846	0.516432	0.509803	0.4938707	0.4737427	0.48545	0.4767094	0.510156	0.5898485	0.5724014	0.5939961	0.5575782	0.5822414	0.6277193
0.4621871	0.4754368	0.4464132	0.420574	0.4598058	0.4499685	0.4677525	0.4295596	0.4558764	0.4480664	0.4581476	0.4666839	0.4505096	0.48033	0.5330301	0.4906084	0.5433517	0.5397415	0.4797244	0.5153592	0.5492867	0.5077137	0.5516108	0.5151244	0.570799	0.5453005	0.5399627	0.5915492	0.5990412	0.5979818	0.5854527	0.5357638	0.5909587
0.4958963	0.4924372	0.5034019	0.5070343	0.5126224	0.5175731	0.5221545	0.4943864	0.4960883	0.4989427	0.5075807	0.5249627	0.5112427	0.5233119	0.5281566	0.5360058	0.5460954	0.5456892	0.5560393	0.548102	0.5476806	0.5568529	0.5374016	0.5388311	0.5528354	0.5427947	0.5508612	0.572916	0.55705	0.5559164	0.5646297	0.5420403	0.5414103
0.581063	0.5925019	0.5867813	0.5788003	0.5980935	0.5848345	0.5883341	0.5720975	0.5690213	0.5827707	0.5666227	0.5590079	0.555292	0.5875704	0.5832926	0.5669781	0.5821443	0.5908039	0.6026214	0.6028918	0.608065	0.602212	0.5953825	0.5964136	0.5828149	0.6010681	0.608963	0.6749167	0.6804292	0.6738741	0.6819004	0.6577482	0.7180954
0.4841308	0.4915826	0.511502	0.5420086	0.5483086	0.5646944	0.5404168	0.5356542	0.5289964	0.5396353	0.5435174	0.5443785	0.562847	0.5655955	0.5852652	0.5867314	0.5937979	0.6099339	0.6092203	0.6015582	0.6079621	0.621976	0.6069734	0.5971856	0.6224071	0.6103526	0.627172	0.6535164	0.6555411	0.6771205	0.6524722	0.6627069	0.6831908
0.5013787	0.5083611	0.5002551	0.5239184	0.5302425	0.5547068	0.5346578	0.5090256	0.5205635	0.5239869	0.5246857	0.5283423	0.5319775	0.535373	0.5390485	0.5497632	0.5580489	0.5715019	0.5765196	0.5739494	0.5794283	0.5658979	0.5668892	0.5817106	0.573745	0.5836552	0.575523	0.5773622	0.5878693	0.586455	0.5921304	0.5806872	0.582453
0.401919	0.3669254	0.4296671	0.4678509	0.4794303	0.5410502	0.3880518	0.4329529	0.4323885	0.4252517	0.4654357	0.4274316	0.406908	0.4308155	0.4564368	0.433151	0.4489085	0.4583971	0.4886057	0.4980968	0.4565578	0.4793329	0.4327547	0.4711148	0.4863892	0.469525	0.5108872	0.5565512	0.5555729	0.54558	0.4958966	0.5230461	0.5664595
0.4024361	0.3486865	0.3529137	0.3655334	0.3821155	0.3947349	0.4002429	0.3507492	0.3528481	0.3625413	0.3735318	0.3661919	0.3792118	0.3841704	0.3993247	0.4183167	0.4070621	0.4236447	0.4156091	0.4302644	0.4402297	0.459248	0.4039932	0.4506574	0.4544232	0.4543686	0.471127	0.4884842	0.4181084	0.4740453	0.483387	0.4803421	0.5071747
0.3838265	0.3674673	0.3629996	0.3819556	0.4000163	0.4156747	0.4237695	0.373028	0.378467	0.3891064	0.3893128	0.3867753	0.3953634	0.4080052	0.4167943	0.4133489	0.4271292	0.448268	0.4631347	0.4684122	0.4830267	0.4781089	0.4560902	0.4411366	0.4714013	0.4745347	0.4760042	0.4829395	0.5161176	0.4787229	0.4572667	0.4893658	0.4912249
0.5013862	0.5066963	0.5242111	0.4848748	0.4849779	0.4928924	0.4958154	0.476891	0.4419562	0.4601566	0.4580872	0.4628862	0.4548815	0.4600724	0.4666344	0.4725269	0.4792971	0.4860733	0.5033664	0.5061783	0.4925109	0.5177673	0.5048301	0.5165222	0.5193559	0.5376937	0.5416598	0.5420883	0.5434373	0.5700513	0.5631989	0.5556642	0.5460892
0.4193294	0.4227648	0.4299881	0.4381222	0.4448363	0.4624205	0.4455872	0.4109304	0.4064634	0.4181457	0.4090901	0.4215502	0.4122606	0.4213113	0.4312569	0.4431825	0.4586865	0.4654458	0.4740652	0.4717326	0.4761026	0.4783999	0.4846331	0.478403	0.4838054	0.489386	0.4955782	0.5082207	0.521059	0.5215596	0.5130561	0.5239618	0.5323395
0.4988454	0.509147	0.480044	0.5352464	0.503097	0.5160562	0.4877177	0.4585797	0.4594968	0.4600942	0.4650351	0.4572665	0.464227	0.4620901	0.4634473	0.4698773	0.4723282	0.4941213	0.5057908	0.5214639	0.5288084	0.524986	0.5129809	0.5155433	0.5075076	0.5312129	0.5281413	0.5344301	0.5376282	0.5234112	0.5262595	0.5294101	0.5367833
