0.000140485	0.000870332	0.002760872	0.007774413	0.0108	0.0133	0.0262	0.0464	0.0568	0.0777	0.0867	0.0923	0.105	0.113	0.111	0.114	0.114	0.124	0.124	0.136	0.132	0.128	0.137	0.127	0.132	0.129	0.137	0.123	0.121	0.111	0.113	0.107	0.102	0.11	0.1	0.0791	0.0967	0.0823	0.0873	0.0781	0.0717	0.0673	0.0581	0.0532	0.0415	0.0369	0.0261	0.0181	0.0127
0	0.000612946	0.003772483	0.005555757	0.0101	0.0116	0.0132	0.0207	0.0228	0.0241	0.0308	0.0272	0.0327	0.0354	0.0317	0.0282	0.0344	0.0305	0.0347	0.0313	0.0304	0.0292	0.0302	0.0275	0.029	0.0247	0.0255	0.0261	0.0259	0.0272	0.0233	0.0243	0.0257	0.0225	0.0252	0.0218	0.0218	0.0258	0.0219	0.0182	0.0191	0.0165	0.0174	0.0149	0.0129	0.00994359	0.00953581	0.004856752	0.004503741
0.00932318	0.0375	0.0875	0.124	0.155	0.176	0.203	0.228	0.263	0.268	0.263	0.283	0.296	0.312	0.303	0.325	0.313	0.305	0.314	0.305	0.297	0.309	0.29	0.3	0.267	0.272	0.274	0.262	0.256	0.254	0.262	0.24	0.243	0.234	0.225	0.23	0.203	0.193	0.199	0.187	0.178	0.176	0.159	0.148	0.116	0.0855	0.0686	0.0422	0.023
0.001808493	0.0106	0.0156	0.0274	0.0404	0.0516	0.0928	0.123	0.168	0.189	0.232	0.258	0.276	0.304	0.326	0.307	0.305	0.311	0.338	0.339	0.331	0.33	0.34	0.329	0.306	0.319	0.317	0.295	0.306	0.289	0.279	0.27	0.253	0.262	0.245	0.231	0.224	0.201	0.191	0.186	0.153	0.151	0.134	0.123	0.105	0.0856	0.0748	0.0492	0.039
0.004242928	0.016	0.0348	0.0496	0.0492	0.0583	0.0757	0.09	0.0895	0.0997	0.103	0.107	0.118	0.114	0.109	0.103	0.11	0.11	0.105	0.104	0.106	0.103	0.104	0.107	0.099	0.107	0.107	0.102	0.0891	0.0961	0.0868	0.0944	0.0868	0.0867	0.0769	0.0836	0.0813	0.0738	0.0695	0.0668	0.0606	0.0677	0.0593	0.0568	0.0462	0.0403	0.0339	0.024	0.016
0.0145	0.0506	0.0926	0.113	0.126	0.148	0.162	0.186	0.212	0.23	0.243	0.236	0.242	0.268	0.257	0.253	0.266	0.272	0.268	0.258	0.254	0.249	0.246	0.245	0.237	0.239	0.221	0.22	0.231	0.207	0.212	0.203	0.198	0.194	0.181	0.183	0.165	0.182	0.164	0.152	0.14	0.138	0.125	0.118	0.0964	0.0729	0.0575	0.0435	0.0347
0	0.000140184	0.00216798	0.002544035	0.004995694	0.008624717	0.0163	0.0174	0.0217	0.0248	0.0295	0.0262	0.0279	0.0306	0.0274	0.0316	0.0313	0.0272	0.0339	0.0313	0.0295	0.0277	0.0324	0.0311	0.0283	0.0341	0.0322	0.0303	0.0247	0.0252	0.0222	0.0189	0.0197	0.0208	0.0174	0.0175	0.0158	0.0123	0.0118	0.0103	0.008225688	0.008377455	0.007385195	0.0112	0.003823648	0.005031044	0.004216279	0.002647649	0.002187748
0.000567707	0.002406948	0.0136	0.0195	0.0244	0.0293	0.0318	0.0312	0.0404	0.0338	0.038	0.0371	0.0338	0.0417	0.0433	0.0408	0.0369	0.0426	0.0404	0.0391	0.0434	0.0433	0.0416	0.0402	0.0335	0.0402	0.0349	0.0363	0.0376	0.0386	0.0377	0.0365	0.0351	0.0361	0.0321	0.0315	0.0291	0.0252	0.0304	0.0253	0.0248	0.0221	0.0184	0.0199	0.0129	0.0126	0.0118	0.008076633	0.004056449
0.000492412	0.004984358	0.0155	0.0253	0.0265	0.0332	0.0365	0.0364	0.0422	0.0479	0.052	0.0503	0.0503	0.0582	0.0614	0.0547	0.0642	0.0673	0.0694	0.0677	0.0634	0.0682	0.0705	0.079	0.0723	0.0697	0.0697	0.0734	0.0692	0.0809	0.0666	0.0651	0.0626	0.068	0.0631	0.0625	0.061	0.0558	0.0503	0.0559	0.0479	0.0528	0.0441	0.0379	0.0311	0.0241	0.0125	0.0114	0.009681944
0.001692493	0.0103	0.0219	0.0264	0.0488	0.0689	0.124	0.162	0.205	0.221	0.23	0.253	0.251	0.257	0.242	0.255	0.281	0.276	0.266	0.289	0.279	0.258	0.284	0.288	0.301	0.274	0.285	0.269	0.267	0.256	0.245	0.225	0.224	0.221	0.203	0.188	0.168	0.156	0.141	0.142	0.112	0.103	0.0909	0.0844	0.0702	0.061	0.0444	0.031	0.0205
0.0116	0.0437	0.105	0.134	0.16	0.17	0.188	0.192	0.212	0.219	0.218	0.214	0.217	0.212	0.217	0.202	0.209	0.217	0.231	0.229	0.224	0.228	0.23	0.243	0.231	0.23	0.234	0.227	0.218	0.232	0.213	0.219	0.207	0.214	0.188	0.181	0.174	0.174	0.157	0.156	0.137	0.131	0.123	0.111	0.0954	0.0769	0.0609	0.0473	0.0362
0.00717392	0.0179	0.0343	0.0592	0.06	0.0652	0.068	0.0673	0.0771	0.0803	0.0834	0.0825	0.0826	0.0832	0.0897	0.0827	0.0901	0.0964	0.109	0.0952	0.105	0.107	0.107	0.104	0.11	0.103	0.103	0.0951	0.1	0.0996	0.107	0.0964	0.0921	0.0971	0.0919	0.0899	0.0912	0.0812	0.0849	0.0877	0.0828	0.082	0.0686	0.0688	0.0564	0.0429	0.0373	0.0255	0.0229
