0.54	0.04	0.22	0.2
0.590163934	0.124590164	0.055737705	0.232786885
0.622352941	0.128235294	0.048235294	0.201176471
0.661473088	0.128186969	0.03611898	0.174929178
0.687532603	0.102764737	0.02608242	0.18362024
0.718930958	0.118485523	0.016926503	0.145657016
0.748198847	0.104106628	0.009726225	0.1379683
0.782171582	0.103552279	0.013739946	0.100201072
0.789875836	0.109519261	0.006685769	0.093919134
0.775273865	0.107668232	0.004381847	0.112989045
0.777252585	0.121713442	0.008862629	0.092466765
0.801875733	0.111664713	0.005861665	0.080890973
0.810446009	0.108274648	0.004694836	0.076584507
0.812699333	0.114815889	0.002899391	0.069585387
0.812444444	0.103111111	0.002074074	0.082074074
0.829239766	0.092105263	0.001461988	0.077192982
0.821779318	0.104274986	0.003177354	0.070768342
0.819587629	0.101088202	0.001718213	0.077892325
0.833191489	0.093049645	0.00141844	0.072340426
0.814181614	0.110706278	0.003923767	0.07146861
0.808287132	0.100671141	0.0002918	0.091041727
0.82968439	0.105487632	0.000853	0.063974979
0.82337884	0.092434585	0.000568828	0.083617747
0.819277108	0.114898619	0.002350867	0.063473406
0.83041283	0.1003861	0.003564004	0.065340065
0.816229117	0.103818616	0.000894988	0.079355609
0.831587886	0.099632041	0	0.068780074
0.844400114	0.093188943	0.000854944	0.06184098
0.809867282	0.115695326	0	0.074725909
0.850461894	0.075923788	0	0.073903002
0.812377485	0.103052366	0.001400168	0.08316998
0.813019788	0.111557213	0	0.075423
0.832588038	0.093627725	0.000558971	0.07294578
0.826218673	0.09115946	0.003304875	0.079316993
0.832664756	0.080802292	0	0.086819484
0.828513	0.091148116	0.001168566	0.079170318
0.811354761	0.089516371	0	0.099128868
0.818376068	0.091880342	0	0.08974359
0.817695125	0.07495069	0.001408848	0.105945337
0.820418204	0.076568266	0	0.103321033
0.833333333	0.066916823	0	0.099437148
0.793620415	0.081977671	0.000956938	0.123444976
0.801271328	0.081967213	0	0.116761459
0.775730181	0.079972184	0.001043115	0.14325452
0.69969278	0.057987711	0.002304147	0.240015361
0.637199125	0.079649891	0	0.283150985
0.680291153	0.071108623	0	0.248600224
0.567125082	0.050425671	0	0.38048461
0.537614679	0.066055046	0	0.396330275
0.052631579	0.263157895	0.473684211	0.157894737
0.418918919	0.216216216	0.054054054	0.310810811
0.590443686	0.156996587	0.034129693	0.221843003
0.60515873	0.132936508	0.047619048	0.214285714
0.617083947	0.153166421	0.019145803	0.212076583
0.623024831	0.150112867	0.023702032	0.203160271
0.642857143	0.135164835	0.041758242	0.179120879
0.685204617	0.140608604	0.006295908	0.167890871
0.666666667	0.158634538	0.011044177	0.162650602
0.684475806	0.137096774	0.005040323	0.172379032
0.71555996	0.10802775	0.013875124	0.163528246
0.718954248	0.120915033	0.008714597	0.151416122
0.690294438	0.123227917	0.002181025	0.184296619
0.761767531	0.11431316	0.003842459	0.120076849
0.744232698	0.100300903	0.007021063	0.148445336
0.713985279	0.144058885	0.005257624	0.135646688
0.730489074	0.106139438	0.005202914	0.158168574
0.730807577	0.124626122	0.007976072	0.136590229
0.728323699	0.116570328	0.005780347	0.148362235
0.73255814	0.121564482	0.007399577	0.138477801
0.740669856	0.117703349	0.000956938	0.139712919
0.739092496	0.110820244	0	0.15008726
0.771719039	0.121072089	0.001848429	0.106284658
0.753931545	0.118408881	0.001850139	0.126734505
0.738738739	0.127127127	0	0.134134134
0.762867647	0.097426471	0.004595588	0.135110294
0.768259693	0.127141569	0.00270514	0.101893598
0.771799629	0.103896104	0.000927644	0.123376623
0.785071942	0.095323741	0	0.119604317
0.785030461	0.110530896	0.001740644	0.102697998
0.816539924	0.074144487	0.003802281	0.105513308
0.767940354	0.107176142	0	0.124883504
0.783	0.098	0.003	0.117
0.752066116	0.091827365	0.002754821	0.153351699
0.766769866	0.1124871	0.001031992	0.119711042
0.755467197	0.102385686	0.001988072	0.13916501
0.756	0.099	0	0.145
0.755970924	0.069574247	0	0.173416407
0.747711089	0.084435402	0	0.16785351
0.764966741	0.093126386	0.002217295	0.140798226
0.775779376	0.055155875	0.002398082	0.167865707
0.757259001	0.056910569	0.00232288	0.183507549
0.730238394	0.095357591	0	0.17314931
0.744884038	0.072305593	0	0.182810368
0.631832797	0.09807074	0	0.268488746
0.628623188	0.041666667	0	0.329710145
0.606796117	0.099514563	0	0.29368932
0.547008547	0.056980057	0	0.393162393
0.501547988	0.034055728	0	0.464396285

0.0625	0.392857143	0.303571429	0.241071429
0.09383378	0.536193029	0.154155496	0.214477212
0.108582575	0.582574772	0.116384915	0.193107932
0.091463415	0.669715447	0.088922764	0.149390244
0.098310957	0.660459073	0.071459506	0.169770463
0.097070244	0.699258736	0.048005648	0.155665372
0.0978957	0.754498323	0.032936871	0.114364135
0.102160576	0.785809549	0.021072286	0.090957589
