1.1939,0,1,0,0,-0.954,-0.954,1.000000,1.000000,0.500000
1.1939,0,2,0,1,-1.000,0.954,0.024971,1.000000,0.011871
1.1939,0,2,1,0,0.954,-1.000,1.000000,0.024971,0.988129
1.1939,0,3,0,2,-1.000,1.000,0.000000,1.000000,0.000000
1.1939,0,3,1,1,-0.954,-0.954,1.000000,1.000000,0.500000
1.1939,0,3,2,0,1.000,-1.000,1.000000,1.000000,1.000000
1.1939,0,4,0,3,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,4,1,2,-1.000,0.954,0.024971,1.000000,0.011871
1.1939,0,4,2,1,0.954,-1.000,1.000000,0.024971,0.988129
1.1939,0,4,3,0,1.000,-1.000,1.000000,1.000000,1.000000
1.1939,0,5,0,4,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,5,1,3,-1.000,1.000,0.000000,1.000000,0.000000
1.1939,0,5,2,2,-0.954,-0.954,1.000000,1.000000,0.500000
1.1939,0,5,3,1,1.000,-1.000,1.000000,1.000000,1.000000
1.1939,0,5,4,0,1.000,-1.000,1.000000,1.000000,0.500000
1.1939,0,6,0,5,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,6,1,4,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,6,2,3,-1.000,0.954,0.024971,1.000000,0.011871
1.1939,0,6,3,2,0.954,-1.000,1.000000,0.024971,0.988129
1.1939,0,6,4,1,1.000,-1.000,1.000000,1.000000,1.000000
1.1939,0,6,5,0,1.000,-1.000,1.000000,1.000000,0.500000
1.1939,0,7,0,6,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,7,1,5,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,7,2,4,-1.000,1.000,0.000000,1.000000,0.000000
1.1939,0,7,3,3,-0.954,-0.954,1.000000,1.000000,0.500000
1.1939,0,7,4,2,1.000,-1.000,1.000000,1.000000,1.000000
1.1939,0,7,5,1,1.000,-1.000,1.000000,1.000000,0.500000
1.1939,0,7,6,0,1.000,-1.000,1.000000,1.000000,0.500000
1.1939,0,8,0,7,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,8,1,6,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,8,2,5,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,8,3,4,-1.000,0.954,0.024971,1.000000,0.011871
1.1939,0,8,4,3,0.954,-1.000,1.000000,0.024971,0.988129
1.1939,0,8,5,2,1.000,-1.000,1.000000,1.000000,1.000000
1.1939,0,8,6,1,1.000,-1.000,1.000000,1.000000,0.500000
1.1939,0,8,7,0,1.000,-1.000,1.000000,1.000000,0.500000
1.1939,0,9,0,8,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,9,1,7,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,9,2,6,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,9,3,5,-1.000,1.000,0.000000,1.000000,0.000000
1.1939,0,9,4,4,-0.954,-0.954,1.000000,1.000000,0.500000
1.1939,0,9,5,3,1.000,-1.000,1.000000,1.000000,1.000000
1.1939,0,9,6,2,1.000,-1.000,1.000000,1.000000,0.500000
1.1939,0,9,7,1,1.000,-1.000,1.000000,1.000000,0.500000
1.1939,0,9,8,0,1.000,-1.000,1.000000,1.000000,0.500000
1.1939,0,10,0,9,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,10,1,8,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,10,2,7,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,10,3,6,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,10,4,5,-1.000,0.954,0.024971,1.000000,0.011871
1.1939,0,10,5,4,0.954,-1.000,1.000000,0.024971,0.988129
1.1939,0,10,6,3,1.000,-1.000,1.000000,1.000000,1.000000
1.1939,0,10,7,2,1.000,-1.000,1.000000,1.000000,0.500000
1.1939,0,10,8,1,1.000,-1.000,1.000000,1.000000,0.500000
1.1939,0,10,9,0,1.000,-1.000,1.000000,1.000000,0.500000
1.1939,0,11,0,10,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,11,1,9,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,11,2,8,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,11,3,7,-1.000,1.000,1.000000,1.000000,0.500000
1.1939,0,11,4,6,-1.000,1.000,0.000000,1.000000,0.000000
