0	0.333333333	0	0.333333333	0.333333333
0.32	0.14	0.24	0.1	0.18
0.360946746	0.094674556	0.278106509	0.041420118	0.218934911
0.54296875	0.0703125	0.21875	0.07421875	0.09375
0.508438819	0.094936709	0.227848101	0.078059072	0.088607595
0.523529412	0.105882353	0.191176471	0.054411765	0.125
0.655555556	0.102777778	0.128703704	0.027777778	0.084259259
0.694630872	0.090604027	0.132885906	0.024161074	0.056375839
0.731171548	0.081589958	0.110878661	0.016213389	0.060146444
0.740037071	0.087117702	0.112604263	0.016682113	0.044022243
0.776972281	0.079317697	0.100639659	0.006823028	0.036247335
0.781825009	0.079233947	0.092001502	0.012016523	0.035298535
0.818786982	0.069156805	0.079881657	0.005547337	0.026257396
0.779191129	0.066862361	0.112198304	0.00456621	0.037181996
0.810943644	0.062909567	0.091743119	0.004259502	0.029816514
0.803112099	0.067005399	0.101619562	0.001270245	0.026992696
0.808572349	0.064453754	0.088946181	0.0051563	0.033193684
0.816765347	0.064194453	0.084449984	0.003116236	0.032097227
0.831871787	0.056849108	0.084064106	0.003628666	0.023283943
0.827205882	0.054864253	0.078054299	0.001979638	0.037613122
0.822608696	0.056521739	0.078550725	0	0.042318841
0.804850214	0.066191155	0.095007133	0.001141227	0.033095578
0.817280453	0.058073654	0.088951841	0.002549575	0.03286119
0.836857143	0.059142857	0.072857143	0.001714286	0.029142857
0.844155844	0.056092843	0.070737773	0.000276319	0.02873722
0.804574406	0.073537927	0.087724378	0.000579039	0.034163289
0.838018369	0.055107153	0.078207626	0.001113276	0.027553576
0.82679645	0.058975093	0.078728886	0	0.035785857
0.836424024	0.054802104	0.075006919	0	0.034043731
0.822272857	0.061805753	0.084021646	0.001708915	0.02990601
0.836065574	0.051564829	0.072727273	0	0.039344262
0.832989691	0.049484536	0.08365243	0	0.033578792
0.805272618	0.060215698	0.082983823	0	0.051527861
0.822738386	0.051650367	0.091992665	0.003361858	0.030562347
0.822960725	0.052265861	0.087311178	0.000302115	0.037160121
0.801173403	0.059647979	0.087027379	0.00065189	0.051825293
0.808190925	0.063936358	0.078078963	0	0.049499116
0.777453839	0.068027211	0.094266278	0.000971817	0.059280855
0.788671746	0.069228221	0.081483935	0.003312355	0.056972507
0.79757085	0.069838057	0.064777328	0.000674764	0.067139001
0.790899242	0.054171181	0.087396172	0	0.067172264
0.773959527	0.065673921	0.089347079	0	0.071019473
0.749176277	0.0815486	0.07907743	0	0.090197694
0.73221216	0.043122035	0.096162139	0	0.128503665
0.698583293	0.065950171	0.088422081	0.002931119	0.143624817
0.709554832	0.05320304	0.074918567	0	0.162323561
0.710379117	0.05842138	0.054692356	0	0.175885643
0.560175055	0.06345733	0.061998541	0.002188184	0.31218089
0.639810427	0.055924171	0.042654028	0.001895735	0.260663507
0	0	0	0.75	0.25
0.442307692	0.153846154	0.076923077	0.153846154	0.173076923
0.463687151	0.217877095	0.072625698	0.111731844	0.134078212
0.38671875	0.24609375	0.109375	0.09765625	0.16015625
0.489311164	0.220902613	0.104513064	0.033254157	0.152019002
0.499310345	0.249655172	0.052413793	0.03862069	0.15862069
0.652578191	0.161453931	0.056635672	0.032121724	0.096365173
0.700838169	0.132817537	0.048355899	0.010960671	0.106382979
0.707701284	0.134772462	0.039089848	0.007584597	0.110851809
0.712876712	0.104109589	0.04109589	0.018082192	0.124383562
0.712458287	0.101779755	0.050611791	0.012235818	0.122914349
0.701735358	0.122017354	0.038503254	0.00813449	0.129609544
0.733191035	0.093383138	0.032550694	0.008537887	0.131803629
0.716008772	0.11129386	0.027960526	0.009320175	0.135964912
0.722660654	0.113866967	0.038895152	0.009019166	0.115558061
0.74416191	0.104307213	0.035288012	0.006746238	0.110015568
0.752582926	0.103860794	0.03588907	0.004893964	0.102773246
0.73340249	0.1156639	0.03060166	0.007780083	0.112033195
0.757709251	0.110682819	0.026982379	0.00660793	0.098017621
0.784382872	0.087657431	0.033753149	0.005541562	0.088664987
0.758017493	0.110301263	0.032069971	0.002915452	0.096695821
0.755637126	0.097011012	0.041426324	0.002621919	0.103828002
0.756972112	0.117031873	0.033864542	0.001992032	0.090139442
0.763539652	0.106866538	0.028529981	0.006769826	0.094777563
0.749879981	0.102256361	0.041286606	0.002400384	0.104176668
0.766073195	0.110286845	0.035113749	0.005934718	0.082096934
0.790731707	0.088780488	0.03804878	0.002926829	0.079512195
0.790123457	0.098251029	0.033950617	0.00154321	0.076131687
0.773796791	0.112299465	0.028342246	0	0.085561497
0.776200873	0.107532751	0.041484716	0.000545852	0.074235808
0.735246345	0.129399025	0.042230644	0	0.092582566
0.719308701	0.109058403	0.041120381	0.004171633	0.126340882
0.7346452	0.099582588	0.045319022	0	0.12045319
