0.695081967	0.045901639	0.104918033	0.091803279	0.014754098	0.014754098	0.001639344	0.031147541
0	0	0	0	0	0	0	0
0.68118196	0.054432348	0.108864697	0.080870918	0.021772939	0.00933126	0	0.043545879
0.707132018	0.04552352	0.1107739	0.062215478	0.010622155	0.012139605	0	0.051593323
0.699604743	0.043478261	0.114624506	0.069828722	0.0171278	0.015810277	0.002635046	0.036890646
0.667578659	0.041039672	0.119015048	0.077975376	0.020519836	0.012311902	0.002735978	0.058823529
0.685236769	0.04178273	0.096100279	0.08356546	0.022284123	0.015320334	0.001392758	0.051532033
0.66002845	0.031294452	0.13371266	0.081081081	0.011379801	0.014224751	0.00284495	0.065433855
0.677279305	0.044862518	0.109985528	0.073806078	0.024602026	0.010130246	0.001447178	0.056439942
0.725146199	0.040935673	0.093567251	0.08625731	0.00877193	0.00877193	0	0.036549708
0	0	0	0	0	0	0	0
0.658788774	0.029542097	0.141802068	0.088626292	0.013293944	0.019202363	0.001477105	0.048744461
0.645390071	0.029787234	0.114893617	0.095035461	0.029787234	0.014184397	0	0.072340426
0.666666667	0.025104603	0.142259414	0.10460251	0.018131102	0.006973501	0.0041841	0.032078103
0.635311143	0.03617945	0.096960926	0.138929088	0.030390738	0.023154848	0.002894356	0.037626628
0.617647059	0.030748663	0.109625668	0.152406417	0.013368984	0.02540107	0.001336898	0.052139037
0.599717115	0.04950495	0.1145686	0.120226308	0.024045262	0.028288543	0.005657709	0.060820368
0.6002886	0.038961039	0.118326118	0.144300144	0.031746032	0.018759019	0.005772006	0.043290043
0.529411765	0.156862745	0.058823529	0.078431373	0.078431373	0	0.019607843	0.098039216
0	0	0	0	0	0	0	0
0.644067797	0.101694915	0.033898305	0.06779661	0.016949153	0.016949153	0	0.118644068
0.486111111	0.166666667	0.083333333	0.083333333	0.055555556	0.013888889	0.013888889	0.111111111
0.540540541	0.189189189	0.108108108	0.027027027	0.027027027	0	0	0.094594595
0.540816327	0.153061224	0.06122449	0.091836735	0.010204082	0.010204082	0	0.132653061
0.511111111	0.133333333	0.088888889	0.1	0.055555556	0.022222222	0.011111111	0.066666667
0.6	0.095238095	0.038095238	0.076190476	0.057142857	0.00952381	0.00952381	0.104761905
0.566037736	0.103773585	0.066037736	0.066037736	0.028301887	0.009433962	0.009433962	0.141509434
0.533333333	0.155555556	0.059259259	0.081481481	0.037037037	0.014814815	0.007407407	0.111111111
0	0	0	0	0	0	0	0
0.547945205	0.130136986	0.04109589	0.109589041	0.04109589	0.02739726	0.006849315	0.102739726
0.551020408	0.136054422	0.068027211	0.102040816	0.054421769	0	0	0.095238095
0.558659218	0.094972067	0.055865922	0.162011173	0.061452514	0	0.005586592	0.061452514
0.516339869	0.137254902	0.039215686	0.189542484	0.026143791	0.006535948	0	0.08496732
0.505208333	0.125	0.052083333	0.161458333	0.057291667	0.010416667	0.010416667	0.083333333
0.517073171	0.141463415	0.029268293	0.170731707	0.043902439	0.014634146	0.009756098	0.07804878
0.530612245	0.102040816	0.040816327	0.102040816	0.102040816	0.020408163	0.010204082	0.086734694
0.153005464	0.442622951	0.114754098	0.038251366	0.153005464	0.049180328	0.005464481	0.043715847
0	0	0	0	0	0	0	0
0.139175258	0.484536082	0.139175258	0.020618557	0.077319588	0.020618557	0.010309278	0.097938144
0.120689655	0.528735632	0.126436782	0.022988506	0.109195402	0.022988506	0	0.063218391
0.117318436	0.48603352	0.167597765	0.033519553	0.078212291	0.022346369	0.016759777	0.083798883
0.174863388	0.43715847	0.153005464	0.027322404	0.120218579	0.021857923	0.005464481	0.054644809
0.162011173	0.452513966	0.134078212	0.016759777	0.111731844	0.011173184	0	0.106145251
0.135294118	0.4	0.152941176	0.029411765	0.1	0.017647059	0	0.158823529
