9.792102	9.642515	9.503902	9.718704	9.508958	9.380346
10.00623	9.927217	9.779161	9.748652	9.857397	9.6981
10.07107	9.968638	10.01952	10.04246	9.810483	9.243025
10.16405	9.984906	10.05077	10.0636	10.23553	10.00013
10.11386	9.971027	10.01988	10.0788	9.24197	10.33727
9.951254	9.591335	9.527405	9.734035	9.514237	9.385706
10.01306	9.734535	9.65546	9.832973	9.641073	9.566826
10.28392	9.82099	9.721536	9.867796	9.891768	9.463676
10.15156	9.923844	9.477956	9.795419	9.962837	9.376711
9.572642	10.12164	10.05297	9.372568	9.900244	0
10.00095	9.791482	9.373876	9.759329	9.541957	9.340183
9.929197	9.660093	9.437221	9.571841	9.461	9.421046
9.822606	9.571258	9.52346	9.533859	9.536671	9.479462
9.831796	9.543477	9.611677	9.737503	9.522412	9.570992
10.01754	9.6357	9.732144	9.594027	9.613009	9.634906
9.900255	9.617591	9.521281	9.538322	9.460221	9.359909
10.04849	9.91813	9.557461	9.712073	9.581296	9.581144
10.03936	9.997818	9.711875	9.801886	9.850728	9.520815
10.23538	9.742064	9.657309	9.87876	9.879676	9.727244
10.26447	10.14359	10.0744	9.986377	9.757182	9.633443
9.958614	9.581645	9.510388	9.719717	9.344741	9.355537
10.02404	9.886713	9.62681	9.739828	9.532705	9.505906
9.952225	9.666643	9.657028	9.740621	9.650903	9.553737
9.935063	10.05251	9.672449	9.793451	9.734655	9.629395
10.14378	9.983628	9.610906	9.897475	9.958076	9.644159
10.01482	9.691854	9.517713	9.791482	9.550796	9.201339
9.884387	9.770499	9.489301	9.65235	9.506773	9.295556
9.776189	9.539265	9.504484	9.600478	9.423402	9.398934
9.855225	9.589444	9.653365	9.618909	9.496694	9.514354
9.647422	9.754406	9.594977	9.719535	9.866904	9.670814
9.604931	9.373485	9.250145	9.657531	9.334471	9.139542
9.708761	9.510256	9.440283	9.938614	9.461164	9.552255
9.904037	9.580655	9.651296	9.934774	9.807112	9.029722
10.04616	9.896824	9.910875	9.859291	10.00988	8.52915
10.11397	10.1453	9.644821	9.981239	9.233487	0
9.709035	9.308053	9.268268	9.675349	9.326479	9.136028
9.776883	9.409932	9.461668	9.665225	9.417556	9.344524
9.7563	9.499674	9.267349	9.728646	9.436396	8.930717
9.662622	9.550346	9.580771	9.847334	9.624432	9.337917
9.881577	9.639087	10.07499	9.492428	9.326636	9.506735
9.782272	9.4147	9.163493	9.681662	9.346644	9.14317
9.702492	9.277656	9.25053	9.675003	9.25245	9.119631
9.548213	9.311946	9.308128	9.290939	9.32478	9.154468
9.577269	9.38844	9.375442	9.278531	9.127802	9.062803
9.47324	9.278054	9.437792	8.962198	9.510052	9.246666
9.617476	9.354445	9.279387	9.438386	9.285748	9.081318
9.826811	9.500245	9.308418	9.624324	9.474674	9.396379
9.855402	9.457626	9.728129	9.740651	9.483919	9.48892
10.0038	9.682425	9.175533	9.878508	9.612907	9.451654
10.38522	9.129644	0	9.967399	9.91973	9.681378
9.763957	9.380955	9.286073	9.684446	9.152784	9.058063
9.676964	9.288344	9.262702	9.696373	9.26102	9.230319
9.732483	9.461374	9.368882	9.681703	9.349106	9.436197
9.784914	9.4282	9.248467	9.602196	9.427553	9.420686
9.501379	9.540019	9.358015	9.633228	9.566558	9.407946
9.795468	9.414436	9.258845	9.707588	9.35544	9.062953
9.621295	9.306669	9.345586	9.645877	9.30104	9.116542
9.548744	9.305842	9.361773	9.463059	9.259487	9.173712
8.965539	9.089377	9.16634	9.556161	9.297774	9.216659
9.798137	9.009662	9.393961	9.643814	9.284249	9.293398
