2,2,2,3,4,  0,6,0.0845839,0.1208630,0.0810650,0.0486110,0.1928328,0.4720443,0.1501258,0.0965188,0.0697724,0.6835831,0.5799091,0.2179520,0.1213032,0.0808357,0.3333333,0.3333333,0.3333334
2,2,2,3,4,  1,6,0.0856390,0.1223147,0.0822359,0.0492140,0.1941423,0.4664541,0.1527048,0.0979682,0.0701342,0.6791929,0.5765287,0.2195923,0.1221156,0.0817634,0.3333333,0.3333333,0.3333334
2,2,2,3,4,  2,6,0.0852166,0.1216366,0.0819843,0.0490389,0.1938033,0.4683203,0.1526247,0.0976996,0.0694359,0.6802398,0.5671770,0.2204632,0.1257781,0.0865817,0.3333333,0.3333333,0.3333333
2,2,2,3,4,  3,6,0.0848306,0.1209767,0.0817507,0.0488638,0.1934390,0.4701391,0.1525309,0.0974155,0.0687476,0.6813061,0.5580931,0.2213091,0.1293358,0.0912619,0.3333333,0.3333333,0.3333333
2,2,2,3,4,  4,6,0.0844684,0.1203319,0.0815286,0.0486994,0.1930565,0.4719152,0.1524229,0.0971184,0.0680772,0.6823815,0.5492694,0.2221308,0.1327916,0.0958082,0.3333333,0.3333333,0.3333333
2,2,2,3,4,  5,6,0.0841222,0.1197009,0.0813124,0.0485481,0.1926632,0.4736532,0.1523006,0.0968108,0.0674284,0.6834603,0.5406984,0.2229290,0.1361484,0.1002242,0.3333333,0.3333333,0.3333333
2,2,2,3,4,  6,6,0.0837879,0.1190838,0.0810988,0.0484084,0.1922642,0.4753568,0.1521639,0.0964948,0.0668030,0.6845382,0.5323729,0.2237043,0.1394091,0.1045137,0.3333333,0.3333333,0.3333333
2,2,2,3,4,  7,6,0.0834633,0.1184812,0.0808861,0.0482780,0.1918624,0.4770290,0.1520130,0.0961724,0.0662018,0.6856127,0.5242858,0.2244574,0.1425764,0.1086804,0.3333333,0.3333333,0.3333333
2,2,2,3,4,  8,6,0.0831469,0.1178934,0.0806732,0.0481546,0.1914596,0.4786722,0.1518481,0.0958453,0.0656248,0.6866818,0.5164304,0.2251889,0.1456530,0.1127278,0.3333333,0.3333333,0.3333333
2,2,2,3,4,  9,6,0.0828377,0.1173206,0.0804596,0.0480365,0.1910568,0.4802887,0.1516694,0.0955149,0.0650718,0.6877439,0.5087999,0.2258995,0.1486414,0.1166592,0.3333333,0.3333333,0.3333333
2,2,2,3,4, 10,6,0.0825352,0.1167626,0.0802450,0.0479224,0.1906545,0.4818804,0.1514774,0.0951824,0.0645421,0.6887982,0.5013879,0.2265897,0.1515443,0.1204780,0.3333333,0.3333333,0.3333333
