0.5538951	0.5264853	0.5484968	0.5101586	0.510947	0.5029176	0.6111657	0.5033008	0.5490636	0.6894383	0.5802643	0.5731844	0.6363387	0.6626142	0.7385839	0.7168688	0.7148446	0.7352319	0.6938584	0.6818076	0.5745617	0.5579728	0.5632552	0.5636082	0.5334002	0.552827	0.6099227	0.6435593	0.6501177	0.730145	0.6577816	0.6655104	0.6465204
0.5980021	0.558188	0.5982429	0.6173691	0.5545151	0.6547425	0.7029288	0.576476	0.6094137	0.6611677	0.6772214	0.5248587	0.5475805	0.6357576	0.5942812	0.6016914	0.6145432	0.6304448	0.541433	0.8112237	0.6346197	0.5801412	0.6276307	0.5985367	0.7055017	0.8420876	0.7060222	0.7276399	0.7317677	0.75219	0.7732707	0.6448487	0.6945404
0.7320738	0.7051734	0.6964976	0.7029319	0.642625	0.7095743	0.7072011	0.6339933	0.7216601	0.6869618	0.6652389	0.7181453	0.7220669	0.7068774	0.7852284	0.8153712	0.7205635	0.7332991	0.7430381	0.7524363	0.6719268	0.6940356	0.6922358	0.6886511	0.6872235	0.6718617	0.6607904	0.7264193	0.718048	0.7186557	0.6757277	0.6588037	0.6254326
0.6491646	0.6559094	0.6812082	0.6503556	0.6538138	0.6169363	0.6427816	0.6836848	0.6845108	0.6745154	0.7064278	0.7198379	0.723992	0.7244416	0.78939	0.8447093	0.8335146	0.8413742	0.806211	0.8319588	0.6962767	0.7023935	0.6720423	0.6730732	0.677461	0.7067778	0.6705188	0.7651603	0.7644689	0.8281779	0.7840717	0.7621582	0.7944512
0.5811861	0.5688483	0.6191202	0.7269129	0.6290898	0.6187478	0.6592183	0.6122609	0.5801212	0.6628114	0.6113201	0.6647422	0.7167321	0.7820654	0.7368712	0.7465525	0.7075699	0.7332727	0.7173308	0.7593363	0.6926157	0.6895323	0.681421	0.6714905	0.7174978	0.7228678	0.7505724	0.8026168	0.7383165	0.740021	0.7262203	0.7587646	0.7415934
0.6661842	0.5742413	0.5845867	0.6191112	0.6512316	0.6359829	0.7210895	0.589639	0.6087587	0.6059409	0.6078581	0.712078	0.6355257	0.6621791	0.6838154	0.7322332	0.7066688	0.6975075	0.7280947	0.749886	0.688479	0.685962	0.6699582	0.6761252	0.6790916	0.7343939	0.6896975	0.6745191	0.7106889	0.6990755	0.6931506	0.6674843	0.6694735
1.011163	0.5199826	0.6766525	0.6578555	0.7771335	0.6608869	0.8233781	0.6670361	0.6771455	0.5789163	0.7024946	0.8909876	0.7437962	0.9933828	0.8785393	0.553443	0.7524016	0.5301362	0.6879036	0.7545134	0.5865647	0.578609	0.5404076	0.5232496	0.6389505	0.5605738	0.6761919	0.7279953	0.6182207	0.6351157	0.5922493	0.6796457	0.7014374
0.5813254	0.4302453	0.4590892	0.403453	0.4196953	0.515747	0.6634567	0.5035932	0.4314033	0.5321839	0.4525216	1.012881	0.9385424	0.7464021	0.7769929	1.023261	1.107344	0.9694318	0.9462888	0.8433633	0.5875914	0.6110973	0.5607729	0.5867433	0.5777727	0.5780681	0.6207448	0.5745194	0.5714665	0.7563705	0.569684	0.585304	0.5991944
0.6109486	0.5113694	0.5708975	0.5721614	0.6115618	0.5587851	0.5692399	0.4953339	0.5223266	0.5341139	0.5749571	0.9919644	1.072391	0.9824925	1.042656	1.164534	0.9473419	1.062559	0.8645317	0.9360974	0.6012612	0.6449627	0.6524438	0.5687898	0.6113874	0.6968917	0.6231899	0.6545635	0.6240065	0.6380415	0.6034886	0.6334317	0.6332333
0.6679208	0.6327698	0.6795635	0.6025435	0.6314768	0.625873	0.6674969	0.6403763	0.6374235	0.5889771	0.6316032	0.6678382	0.6266643	0.5997722	0.7098508	0.7193413	0.6757581	0.6780529	0.7367688	0.7483125	0.5991908	0.6069819	0.6116725	0.6240263	0.6291492	0.6205085	0.626734	0.6521803	0.6430613	0.6656424	0.6435648	0.6873934	0.6271973
0.6139404	0.5253987	0.5206255	0.5890089	0.5264193	0.6034292	0.601167	0.5214393	0.5072045	0.4924212	0.5785381	0.783639	0.7036806	0.7181391	0.7569243	0.8637568	0.7624032	0.7426203	0.7645588	0.8410091	0.6295678	0.5982751	0.5708075	0.5764389	0.5991548	0.5845314	0.57157	0.6086166	0.6051165	0.6102017	0.6014873	0.6116568	0.6202903
0.8690985	0.7583772	0.7713723	0.7606422	0.7621554	0.7645572	0.7905132	0.6851872	0.6702012	0.6652223	0.7004594	0.730873	0.8269569	0.6962884	0.8199944	0.7413126	0.7469642	0.7752472	0.7794877	0.8449097	0.7623374	0.7576613	0.7816141	0.7202408	0.7436268	0.7237307	0.7162279	0.7269367	0.6595227	0.6823562	0.6464419	0.6990422	0.6904111
