0.2587566	0.1100443	0.3091139	0.2183004	0.2056229	0.1793325	0.0990479	0.1738578	0.0977246	0.0883836	0.0897256	0.0730904	0.06091	0.0319347	0.102064	0.0464338	0.0653308	0.0640737	0.0436654	0.0307447	0.0559467	0.0616261	0.0423387	0.1133544	0.0552577	0.0511893	0.0565229	0.0140678	0.0778442	0.0090069	0.0392675	-0.0098538	0.0604863	0.0525732	0.0017158	0.0336479	0.0271154	0.0766229	0.0032224	0.0613929	0.0471254	0.0728738	0.017137	0.018507	0.0365885	0.048194	-0.0239249	-0.0251125	0.0835191
0	-0.9617844	-0.297114	0.1738894	0.0356551	0.0786697	-0.0093112	0.2779033	0.1110714	-0.0001191	0.0339899	0.0104483	0.1254979	0.0795787	0.0724577	0.0349617	0.0314884	-0.0217484	0.0346845	0.0158765	0.0094117	0.0229799	0.0118015	0.0090737	0.013716	0.0011148	0.057438	0.0000546	0.0845521	0.0361443	0.0125092	-0.0218935	0.0339235	-0.0254695	-0.0270588	-0.0375632	0.0372461	0.0183618	-0.0508848	0.0315637	0.0017006	-0.0444999	0.0139603	0.0259513	-0.0536633	-0.0146022	0.0009608	0.0232375	-0.0712063
0.3255393	0.3276312	0.1516633	0.1255407	0.0668024	0.0723901	0.0760405	0.1018879	0.0404409	0.0474157	0.0261867	0.0587533	0.0326841	0.0460941	0.0389675	0.014858	0.0438108	0.0676176	0.0568702	0.0363974	0.0170097	0.0134823	0.0278958	0.0057439	0.0253015	-0.0101011	-0.000696	0.0320657	0.0030285	-0.0080566	0.0348728	-0.0050256	0.0004075	0.0086322	0.0125665	0.01555	0.0146999	0.0163254	-0.0150653	0.006181	0.0060074	-0.0033925	-0.0154246	-0.0152631	0.044719	-0.0679854	-0.0540658	-0.0809251	-0.0500172
0.1366924	0.1974843	0.1010563	0.2085833	0.1243808	0.1271524	0.1187561	0.1386203	0.1001734	0.0345879	0.0666531	0.1039127	0.0707274	0.0582912	0.0509436	0.0508753	0.0379195	0.0585384	0.0245943	0.0422671	0.0306617	0.0254628	0.0433503	0.0292401	0.0055665	0.0514361	-0.0180295	0.0282262	0.0441971	0.0451009	0.0109849	0.0483019	0.0366837	0.0477187	-0.0068284	0.0227984	0.0201851	0.0053394	0.0020169	-0.0052789	0.0500449	0.0463238	0.02939	0.058603	0.0437633	0.0265428	0.0315612	-0.0377988	-0.0983734
0.348948	0.3406509	0.1808136	0.1317848	0.0688668	0.0614849	0.1043164	0.0896574	0.0704321	0.0485466	0.0306713	0.068229	0.015738	0.0576757	0.0577929	0.0586735	0.0183812	0.0408976	0.0461167	0.0100717	-0.0065393	0.0275672	0.0247867	0.0181359	0.0128198	0.0675808	-0.0094726	-0.0140946	-0.0290507	-0.021165	-0.0189149	-0.0201404	0.008249	0.0232662	-0.0345203	0.0178774	-0.0041791	-0.0316867	0.0160871	0.0982056	-0.0006135	0.0112155	0.0559138	-0.0664668	-0.021394	-0.0104764	0.0529019	0.0937945	0.0486221
0.0632437	0.2304235	0.1887305	0.1148622	0.0527576	0.1114618	0.1146892	0.094606	0.0552451	0.0505232	0.0257449	0.0482022	0.0332643	0.0018165	0.0282632	0.0190949	0.028916	0.0331094	0.0366125	-0.0182742	0.0053438	0.022173	0.0041552	0.025967	0.0183563	0.0100734	0.0129341	-0.0013547	0.0005455	0.0547399	0.0108778	0.0157332	-0.0166344	0.0213347	-0.0176583	0.0299688	0.0344859	-0.0134688	0.031691	-0.0263979	-0.0219121	-0.0027855	0.0152094	0.0261296	-0.0142064	0.004646	0.0528284	-0.0208744	0.071664
0	1.139909	0.2211952	0.5515825	0.1369956	0.1030131	0.1184375	0.0789872	0.1138356	0.091887	0.0701467	0.1068272	0.0404824	0.0013594	0.0831604	0.161072	-0.0369091	0.1440267	0.2086679	-0.0021444	0.0719901	0.1293304	0.1126921	0.0286834	0.130764	0.0818609	0.0803832	0.069967	-0.0276945	-0.0104154	0.0924571	0.1068007	0.0916397	0.0529347	0.0608621	0.039551	0.0695735	-0.0053815	0.0433003	0.1447142	0.0912288	0.1300843	0.150628	0.0992446	0.0404915	-0.0736016	-0.0132884	0.5861801	0.4983969
0.553591	0.3270468	0.2434071	0.1803587	0.0348366	0.1390736	-0.0118308	0.1107338	0.0270741	0.0956554	0.0511141	0.0848267	0.0109442	0.0442261	0.0527765	0.0169137	0.0149942	0.0663243	0.0634907	0.0228997	0.0201655	0.0709148	0.0187973	-0.0207408	-0.0223138	0.0332785	0.0623377	0.0857972	0.005215	0.0674373	0.0111141	-0.0112926	0.0021102	0.0074839	0.0025199	-0.0636564	0.1227113	0.0455756	0.0216951	0.0742375	0.0366643	0.0341138	-0.0353055	0.0360585	-0.0100275	0.1883958	-0.0655887	0.203611	0.0689862
0.4463087	0.2568072	0.1709013	0.0984134	0.0850169	0.0755578	0.0102242	0.0387607	0.0113642	0.0510236	0.0752209	0.0006208	0.0802645	0.0265754	0.0126914	0.0264443	0.0783375	0.0376696	0.0101413	0.0642779	0.0292444	0.0149304	0.0158721	0.0470858	0.0652642	0.0430743	0.0622549	0.044789	0.0385682	0.039969	-0.0244054	0.0220909	0.0633001	0.0176087	0.0808706	0.0049385	0.0903121	-0.0042988	0.0444278	0.0104872	0.0623242	0.0700103	0.0506318	0.0571346	-0.0455581	-0.0092936	0.0152289	0.059243	0.0385496
0.3900667	0.0280578	0.1509308	0.1055374	0.1080764	0.1873802	0.123711	0.1506053	0.0966684	0.079577	0.0789449	0.0778376	0.0683896	0.0585074	0.0465606	0.0781197	0.0318434	0.0966924	0.0706503	0.0587883	0.03968	0.0340634	0.0349545	0.0465373	0.0328387	0.052468	0.0251179	0.0886705	0.0318951	0.0231551	0.0213356	0.0503093	0.040408	0.0530413	0.0264588	0.0592507	0.04778	0.0227103	0.0638699	0.0232519	-0.0271174	0.0597571	0.0340493	0.1039784	-0.0105124	0.0613933	0.0281323	0.0267134	-0.1189461
